event_id,timestamp,user_id,username,event_type,status,source_ip,geo_country,device
AUTH021012,2026-06-24 18:15:00,U1051,sandra.king72,LOGOUT,SUCCESS,10.3.224.158,US,
AUTH009511,2026-06-24 18:15:00,U1023,richard.wright,LOGOUT,SUCCESS,10.3.84.123,US,WKSTN-U1023
AUTH034877,2026-06-24 18:00:00,U1085,barbara.walker67,LOGOUT,SUCCESS,10.3.229.108,US,WKSTN-U1085
AUTH023800,2026-06-24 18:00:00,U1058,jennifer.ramirez18,LOGOUT,SUCCESS,10.3.48.187,US,WKSTN-U1058
AUTH020206,2026-06-24 18:00:00,U1049,michelle.jones59,logout,SUCCESS,10.1.33.70,US,WKSTN-U1049
AUTH025033,2026-06-24 18:00:00,U1061,jessica.rodriguez,LOGOUT,SUCCESS,10.1.33.136,US,WKSTN-U1061
AUTH025818,2026-06-24 18:00:00,U1063,john.nguyen,LOGOUT,SUCCESS,10.1.14.219,US,WKSTN-U1063
AUTH010844,2026-06-24 18:15:00,U1026,elizabeth.gonzalez	,LOGOUT,SUCCESS,10.3.17.26,US,WKSTN-U1026
AUTH037139,2026-06-24 18:15:00,U1090,mary.hill,LOGOUT,SUCCESS,10.3.227.213,US,WKSTN-U1090
AUTH017431,2026-06-24 18:00:00,U1042,michael.hill56,LOGOUT,,10.2.120.131,IN,WKSTN-U1042
AUTH022623,2026-06-24 18:15:00,U1055,patricia.wilson54,LOGOUT,SUCCESS,10.0.38.226,US,WKSTN-U1055
AUTH012637,2026-06-24 18:00:00,U1030,betty.rodriguez86,LOGOUT,SUCCESS,10.0.1.31,US,WKSTN-U1030
AUTH002718,2026-06-24 18:00:00,U1007,sarah.robinson82,LOGOUT,SUCCESS,10.0.25.134,US,WKSTN-U1007
AUTH003081,2026-06-24 18:15:00,U1008,JOSHUA.HERNANDEZ,LOGOUT,SUCCESS,10.2.67.85,US,WKSTN-U1008
AUTH014639,2026-06-24 19:00:00,U1035,nancy.rodriguez82,LOGOUT,SUCCESS,10.0.197.188,in,WKSTN-U1035
AUTH017818,2026-06-24 19:00:00,U1043,thomas.williams91,LOGOUT,SUCCESS,10.2.43.35,US,WKSTN-U1043
AUTH001927,2026-06-24 19:00:00,U1005,robert.robinson,LOGOUT,SUCCESS,10.2.149.172,US,WKSTN-U1005
AUTH011316,2026-06-24 19:00:00,U1027,patricia.brown75,LOGOUT,SUCCESS,10.3.162.140,US,WKSTN-U1027
AUTH039313,2026-06-24 18:45:00,U1095,richard.thomas74,LOGOUT,SUCCESS,10.3.86.76,US,WKSTN-U1095
AUTH030240,2026-06-24 18:45:00,U1074,sarah.williams7,LOGOUT,,10.0.8.191,IN,WKSTN-U1074
AUTH007710,2026-06-24 19:15:00,U1019,donna.anderson,LOGOUT,SUCCESS,10.3.226.84,US,WKSTN-U1019
AUTH037581,2026-06-24 19:15:00,U1091,LINDA.ROBINSON,LOGOUT,success,10.2.8.247,IN,WKSTN-U1091
AUTH015429,2026-06-24 19:00:00,U1037,robert.martin,LOGOUT,SUCCESS,10.0.67.172,US,WKSTN-U1037
AUTH022222,2026-06-24 19:00:00,U1054,anthony.martinez,LOGOUT,SUCCESS,10.3.73.208,US,WKSTN-U1054
AUTH016631,2026-06-24 18:45:00,U1040,matthew.martin,LOGOUT,SUCCESS,10.3.120.124,US,WKSTN-U1040
AUTH027028,2026-06-24 19:00:00,U1066,michelle.wright62,LOGOUT,SUCCESS,10.3.217.121,IN,WKSTN-U1066
AUTH033519,2026-06-24 18:45:00,U1082,karen.hill96,LOGOUT,SUCCESS,10.2.152.217,US,WKSTN-U1082
AUTH008152,2026-06-24 18:30:00,U1020,andrew.thomas36,LOGOUT,SUCCESS,10.3.181.218,US,WKSTN-U1020
AUTH018220,2026-06-24 19:00:00,U1044,  lisa.ramirez9 ,LOGOUT,SUCCESS,10.2.6.231,US,WKSTN-U1044
AUTH003486,2026-06-24 18:30:00,U1009,daniel.brown,LOGOUT,SUCCESS,10.3.50.110,IN,WKSTN-U1009
AUTH013848,2026-06-24 19:15:00,U1033,linda.miller,LOGOUT,SUCCESS,10.0.25.38,US,  WKSTN-U1033 
AUTH010407,2026-06-24 19:00:00,U1025,betty.brown22,LOGOUT,SUCCESS,10.3.93.71,US,WKSTN-U1025
AUTH039732,2026-06-24 18:30:00,U1096,DAVID.ALLEN76,LOGOUT,SUCCESS,10.0.115.231,,WKSTN-U1096
AUTH001141,2026-06-24 18:45:00,U1003,kenneth.clark29,LOGOUT,success,10.0.125.227,IN,WKSTN-U1003
AUTH024598,2026-06-24 18:45:00,U1060,matthew.anderson,LOGOUT,SUCCESS,10.0.69.167,US,WKSTN-U1060
AUTH019444,2026-06-24 18:45:00,U1047,sandra.lewis,LOGOUT,SUCCESS,10.0.162.205,US,WKSTN-U1047
AUTH028625,2026-06-24 18:45:00,U1070,betty.thomas40,LOGOUT,SUCCESS,10.3.115.248,IN,WKSTN-U1070
AUTH027409,2026-06-24 19:00:00,U1067,paul.thomas97,LOGOUT,SUCCESS,10.1.90.127,US,WKSTN-U1067
AUTH031405,2026-06-24 19:15:00,U1077,kimberly.harris58,LOGOUT,SUCCESS,10.3.125.13,IN,WKSTN-U1077
AUTH024205,2026-06-24 19:15:00,U1059,daniel.perez98,LOGOUT,SUCCESS,10.3.232.229,US,WKSTN-U1059
AUTH019034,2026-06-24 19:15:00,U1046,michelle.torres39,,SUCCESS,10.2.231.156,US,WKSTN-U1046
AUTH031811,2026-06-24 19:30:00,U1078,michelle.miller,LOGOUT,SUCCESS,10.2.124.175,US,WKSTN-U1078
AUTH040905,2026-06-24 19:15:00,U1099,joseph.garcia,LOGOUT,SUCCESS,10.2.124.96,US,
AUTH003854,2026-06-24 19:15:00,U1010,susan.young51,LOGOUT,SUCCESS,10.0.123.139,,WKSTN-U1010
AUTH030628,2026-06-24 19:15:00,U1075,steven.lewis,LOGOUT,SUCCESS,,US,WKSTN-U1075
AUTH015834,2026-06-24 19:45:00,U1038,emily.clark,LOGOUT,SUCCESS,10.3.63.236,IN,
AUTH033107,2026-06-24 19:30:00,U1081,margaret.davis,LOGOUT,SUCCESS,10.2.28.53,IN,WKSTN-U1081
AUTH041584,2026-06-24 22:42:00,U1088,andrew.smith85,LOGIN,SUCCESS,10.0.0.18,US,WKSTN-U1088
AUTH000318,2026-06-25 07:00:00,U1001,linda.johnson95,LOGIN,SUCCESS,10.0.37.50,IN,WKSTN-U1001
AUTH031018,2026-06-24 19:45:00,U1076,john.torres,LOGOUT,SUCCESS,10.3.165.209,US,WKSTN-U1076	
AUTH018607,2026-06-24 19:15:00,U1045,daniel.sanchez90,LOGOUT,SUCCESS,10.1.119.175,us,WKSTN-U1045
AUTH032235,2026-06-24 19:30:00,U1079,emily.jones,LOGOUT,SUCCESS,10.2.56.77,US,WKSTN-U1079
AUTH029820,2026-06-24 19:15:00,U1073,michael.gonzalez,LOGOUT,SUCCESS,10.2.13.121,US,
AUTH005061,2026-06-24 19:15:00,U1013,emily.smith,LOGOUT,SUCCESS,10.0.237.248,US,WKSTN-U1013
AUTH023009,2026-06-24 19:45:00,U1056,ANTHONY.CLARK,,SUCCESS,10.0.125.12,US,  WKSTN-U1056 
AUTH009959,2026-06-24 19:15:00,U1024,emily.miller,LOGOUT,SUCCESS,10.0.162.244,IN,WKSTN-U1024
AUTH006794,2026-06-24 19:30:00,U1017,emily.hernandez34,LOGOUT,SUCCESS,10.1.218.208,IN,WKSTN-U1017
AUTH007258,2026-06-24 19:15:00,U1018,betty.white57,LOGOUT,SUCCESS,10.3.14.215,us,WKSTN-U1018
AUTH029442,2026-06-24 19:30:00,U1072,kenneth.lopez,LOGOUT,SUCCESS,10.3.94.60,US,WKSTN-U1072
AUTH034447,2026-06-24 19:15:00,U1084,joshua.taylor,logout,SUCCESS,10.2.197.50,US,  WKSTN-U1084 
AUTH040138,2026-06-24 19:45:00,U1097,,LOGOUT,SUCCESS,10.0.13.11,US,WKSTN-U1097
AUTH040519,2026-06-24 19:15:00,U1098,nancy.wright49,LOGOUT,SUCCESS,10.1.64.6,US,WKSTN-U1098
AUTH005885,2026-06-24 19:45:00,U1015,lisa.hernandez,logout,SUCCESS,10.0.158.19,IN,WKSTN-U1015
AUTH013457,2026-06-24 19:30:00,U1032,paul.wright91,,SUCCESS,10.1.24.239,US,WKSTN-U1032
AUTH030645,2026-06-25 07:40:00,U1075,steven.lewis,LOGIN,SUCCESS,10.0.67.5,US,WKSTN-U1075
AUTH016235,2026-06-25 07:05:00,U1039,mark.thomas,LOGIN,SUCCESS,10.2.37.101,US,WKSTN-U1039
AUTH021031,2026-06-25 07:40:00,U1051,sandra.king72,LOGIN,FAILURE,10.2.118.237,US,WKSTN-U1051
AUTH005482,2026-06-25 07:45:00,U1014,  james.taylor ,LOGIN,SUCCESS,10.1.82.78,US,WKSTN-U1014
AUTH029462,2026-06-25 07:20:00,U1072,kenneth.lopez,login,SUCCESS,10.1.61.110,US,WKSTN-U1072
AUTH013470,2026-06-25 07:15:00,U1032,  paul.wright91 ,LOGIN,SUCCESS,10.1.181.193,US,WKSTN-U1032
AUTH040157,2026-06-25 07:00:00,U1097,mark.martinez10	,LOGIN,SUCCESS,10.2.235.135,IN,WKSTN-U1097
AUTH010867,2026-06-25 07:05:00,U1026,elizabeth.gonzalez	,LOGIN,SUCCESS,10.0.235.241,IN,WKSTN-U1026
AUTH011773,2026-06-25 07:00:00,U1028,john.hill,LOGIN,SUCCESS,10.3.172.215,IN,WKSTN-U1028
AUTH025431,2026-06-25 07:40:00,U1062,william.martin,LOGIN,SUCCESS,10.2.143.11,US,WKSTN-U1062
AUTH034465,2026-06-25 07:25:00,U1084,joshua.taylor,LOGIN,SUCCESS,10.3.162.6,US,WKSTN-U1084
AUTH039745,2026-06-25 07:40:00,U1096,david.allen76,LOGIN,SUCCESS,10.3.52.22,US,WKSTN-U1096
AUTH020632,2026-06-25 07:00:00,U1050,michael.ramirez,LOGIN,SUCCESS,10.0.226.188,US,
AUTH025047,2026-06-25 07:15:00,U1061,jessica.rodriguez,LOGIN,SUCCESS,10.1.145.188,US,WKSTN-U1061
AUTH029838,2026-06-25 07:05:00,U1073,michael.gonzalez,LOGIN,SUCCESS,10.1.255.19,US,WKSTN-U1073
AUTH008624,2026-06-25 07:40:00,U1021,jessica.walker,LOGIN,SUCCESS,10.0.207.218,US,WKSTN-U1021
AUTH009084,2026-06-25 07:00:00,U1022,sandra.brown,LOGIN,SUCCESS,10.0.102.33,US,WKSTN-U1022	
AUTH003503,2026-06-25 07:40:00,U1009,daniel.brown,LOGIN,SUCCESS,10.0.84.37,US,WKSTN-U1009
AUTH033994,2026-06-25 07:05:00,U1083,sarah.allen70,LOGIN,SUCCESS,10.2.196.185,US,WKSTN-U1083
AUTH015856,2026-06-25 07:30:00,U1038,emily.clark,,SUCCESS,10.3.118.227,US,WKSTN-U1038
AUTH014655,2026-06-25 07:40:00,U1035,nancy.rodriguez82,LOGIN,success,10.2.206.2,US,WKSTN-U1035
AUTH019461,2026-06-25 07:15:00,U1047,sandra.lewis,LOGIN,SUCCESS,10.3.18.234,US,WKSTN-U1047
AUTH017837,2026-06-25 07:00:00,U1043,thomas.williams91,LOGIN,SUCCESS,10.1.33.151,IN,WKSTN-U1043
AUTH012211,2026-06-25 07:25:00,U1029,michelle.garcia54,LOGIN,SUCCESS,10.1.238.102,US,WKSTN-U1029
AUTH032249,2026-06-25 07:20:00,U1079,emily.jones,LOGIN,SUCCESS,10.0.189.121,US,WKSTN-U1079
AUTH026216,2026-06-25 07:50:00,U1064,matthew.wright55,LOGIN,SUCCESS,10.1.199.252,IN,WKSTN-U1064
AUTH010425,2026-06-25 08:05:00,U1025,betty.brown22,LOGIN,SUCCESS,10.3.135.102,US,WKSTN-U1025
AUTH003101,2026-06-25 07:45:00,U1008,joshua.hernandez,LOGIN,SUCCESS,10.1.191.42,,WKSTN-U1008
AUTH015445,2026-06-25 08:20:00,U1037,robert.martin,LOGIN,FAILURE,10.3.98.67,US,WKSTN-U1037	
AUTH002732,2026-06-25 08:15:00,U1007,sarah.robinson82,LOGIN,SUCCESS,10.3.192.76,US,WKSTN-U1007
AUTH027430,2026-06-25 08:05:00,U1067,paul.thomas97,LOGIN,SUCCESS,10.3.13.133,IN,
AUTH040536,2026-06-25 08:10:00,U1098,nancy.wright49,LOGIN,SUCCESS,10.3.52.110,US,WKSTN-U1098
AUTH008171,2026-06-25 08:10:00,U1020,andrew.thomas36,LOGIN,SUCCESS,10.2.207.170,US,WKSTN-U1020
AUTH000746,2026-06-25 07:50:00,U1002,donna.ramirez,LOGIN,SUCCESS,,IN,WKSTN-U1002
AUTH020221,2026-06-25 07:45:00,U1049,michelle.jones59,LOGIN,SUCCESS,10.0.219.11,US,WKSTN-U1049
AUTH013866,2026-06-25 07:50:00,U1033,linda.miller,LOGIN,SUCCESS,10.0.202.120,US,WKSTN-U1033
AUTH015033,2026-06-25 08:00:00,U1036,linda.jones,LOGIN,SUCCESS,10.0.226.147,IN,WKSTN-U1036
AUTH021029,2026-06-25 07:45:00,U1051,sandra.king72,login,SUCCESS,10.3.156.158,US,WKSTN-U1051
AUTH041297,2026-06-25 08:15:00,U1100,daniel.brown38,LOGIN,SUCCESS,10.3.236.38,IN,WKSTN-U1100
AUTH006331,2026-06-25 08:08:00,U1016,patricia.thomas,LOGIN,failure,10.3.112.173,US,WKSTN-U1016
AUTH026636,2026-06-25 08:05:00,U1065,michael.ramirez47,LOGIN,SUCCESS,10.0.206.69,US,WKSTN-U1065
AUTH025834,2026-06-25 08:20:00,U1063,john.nguyen,LOGIN,SUCCESS,10.2.89.26,US,WKSTN-U1063
AUTH039331,2026-06-25 08:18:00,U1095,richard.thomas74,LOGIN,FAILURE,,IN,WKSTN-U1095
AUTH033537,2026-06-25 08:00:00,U1082,karen.hill96,LOGIN,SUCCESS,10.3.240.122,US,WKSTN-U1082
AUTH001943,2026-06-25 08:10:00,U1005,robert.robinson,LOGIN,SUCCESS,10.1.226.180,,WKSTN-U1005
AUTH016647,2026-06-25 08:15:00,U1040,matthew.martin,LOGIN,SUCCESS,10.3.140.18,US,WKSTN-U1040
AUTH028644,2026-06-25 07:45:00,U1070,betty.thomas40,LOGIN,SUCCESS,10.1.71.175,US,WKSTN-U1070
AUTH030258,2026-06-25 08:05:00,U1074,sarah.williams7,LOGIN,SUCCESS,10.3.91.210,US,WKSTN-U1074
AUTH006329,2026-06-25 08:10:00,U1016,patricia.thomas,LOGIN,SUCCESS,10.2.162.18,US,WKSTN-U1016	
AUTH018628,2026-06-25 08:15:00,U1045,daniel.sanchez90,LOGIN,SUCCESS,10.3.144.49,US,WKSTN-U1045
AUTH002348,2026-06-25 09:05:00,U1006,george.gonzalez,LOGIN,SUCCESS,10.0.8.159,US,WKSTN-U1006
AUTH004669,2026-06-25 09:00:00,U1012,linda.martinez,LOGIN,SUCCESS,10.1.224.240,IN,WKSTN-U1012
AUTH019840,2026-06-25 09:10:00,U1048,jennifer.thomas87,LOGIN,SUCCESS,10.1.210.132,US,WKSTN-U1048
AUTH006817,2026-06-25 08:50:00,U1017,emily.hernandez34,login,SUCCESS,10.0.142.84,US,WKSTN-U1017
AUTH021803,2026-06-25 08:30:00,U1053,john.jackson31,LOGIN,SUCCESS,10.0.92.240,US,WKSTN-U1053
AUTH037162,2026-06-25 08:30:00,U1090,mary.hill,LOGIN,SUCCESS,10.3.210.31,IN,WKSTN-U1090
AUTH024613,2026-06-25 09:05:00,U1060,,LOGIN,SUCCESS,10.0.92.111,IN,WKSTN-U1060
AUTH009529,2026-06-25 09:05:00,U1023,richard.wright,LOGIN,SUCCESS,10.3.252.156,US,WKSTN-U1023
AUTH019058,2026-06-25 08:50:00,U1046,,LOGIN,SUCCESS,10.3.164.4,us,WKSTN-U1046
AUTH027041,2026-06-25 09:00:00,U1066,michelle.wright62,LOGIN,SUCCESS,10.3.111.207,US,WKSTN-U1066
AUTH018236,2026-06-25 08:20:00,U1044,lisa.ramirez9,LOGIN,SUCCESS,10.3.226.18,US,WKSTN-U1044
AUTH037599,2026-06-25 08:50:00,U1091,LINDA.ROBINSON,LOGIN,SUCCESS,10.0.121.252,US,WKSTN-U1091
AUTH023416,2026-06-25 08:30:00,U1057,nancy.sanchez,LOGIN,SUCCESS,10.0.225.203,IN,
AUTH017450,2026-06-25 08:40:00,U1042,michael.hill56,LOGIN,SUCCESS,10.2.108.21,US,WKSTN-U1042
AUTH040919,2026-06-25 08:45:00,U1099,joseph.garcia,LOGIN,SUCCESS,10.1.245.106,US,WKSTN-U1099
AUTH012655,2026-06-25 08:25:00,U1030,betty.rodriguez86,LOGIN,SUCCESS,10.0.162.100,,WKSTN-U1030
AUTH035344,2026-06-25 08:40:00,U1086,steven.thompson53,LOGIN,SUCCESS,10.1.247.99,US,WKSTN-U1086	
AUTH038929,2026-06-25 09:10:00,U1094,elizabeth.lewis69,LOGIN,SUCCESS,10.0.17.196,IN,WKSTN-U1094
AUTH007732,2026-06-25 08:45:00,U1019,donna.anderson,LOGIN,SUCCESS,10.1.187.189,IN,WKSTN-U1019
AUTH015443,2026-06-25 08:25:00,U1037,robert.martin,LOGIN,SUCCESS,10.0.54.58,US,WKSTN-U1037
AUTH014255,2026-06-25 09:05:00,U1034,thomas.allen63,LOGIN,SUCCESS,10.0.2.134,US,WKSTN-U1034
AUTH031035,2026-06-25 08:50:00,U1076,john.torres,LOGIN,SUCCESS,10.3.211.74,US,WKSTN-U1076
AUTH003871,2026-06-25 08:45:00,U1010,SUSAN.YOUNG51,LOGIN,SUCCESS,10.1.147.130,IN,WKSTN-U1010
AUTH039329,2026-06-25 08:20:00,U1095,richard.thomas74,LOGIN,SUCCESS,10.1.226.5,US,WKSTN-U1095
AUTH021419,2026-06-25 08:20:00,U1052,paul.taylor,LOGIN,SUCCESS,,US,
AUTH007278,2026-06-25 09:25:00,U1018,betty.white57,LOGIN,SUCCESS,10.3.106.245,IN,WKSTN-U1018
AUTH017038,2026-06-25 09:45:00,U1041,matthew.allen52,LOGIN,SUCCESS,10.0.191.149,US,WKSTN-U1041
AUTH029059,2026-06-25 09:40:00,U1071,matthew.robinson35,LOGIN,SUCCESS,10.2.237.72,US,WKSTN-U1071
AUTH031420,2026-06-25 09:25:00,U1077,kimberly.harris58,LOGIN,SUCCESS,10.2.204.188,US,WKSTN-U1077
AUTH011339,2026-06-25 09:20:00,U1027,patricia.brown75,LOGIN,SUCCESS,10.2.6.197,US,WKSTN-U1027
AUTH004251,2026-06-25 09:20:00,U1011,donna.ramirez75,LOGIN,SUCCESS,10.2.127.172,US,WKSTN-U1011
AUTH017040,2026-06-25 09:43:00,U1041,matthew.allen52,LOGIN,FAILURE,10.1.114.79,US,WKSTN-U1041
AUTH001158,2026-06-25 09:40:00,U1003,kenneth.clark29,LOGIN,SUCCESS,10.1.148.252,US,WKSTN-U1003
AUTH005900,2026-06-25 09:20:00,U1015,lisa.hernandez,LOGIN,SUCCESS,10.3.78.62,US,WKSTN-U1015
AUTH036702,2026-06-25 09:15:00,U1089,paul.brown27,LOGIN,SUCCESS,10.3.255.167,US,WKSTN-U1089
AUTH022637,2026-06-25 09:40:00,U1055,patricia.wilson54,LOGIN,SUCCESS,10.1.74.64,US,WKSTN-U1055
AUTH038061,2026-06-25 09:40:00,U1092,steven.thomas,LOGIN,SUCCESS,10.1.236.153,US,WKSTN-U1092
AUTH023030,2026-06-25 09:30:00,U1056,anthony.clark,,SUCCESS,10.1.162.217,US,WKSTN-U1056
AUTH013068,2026-06-25 09:25:00,U1031,,LOGIN,SUCCESS,10.3.213.191,US,WKSTN-U1031
AUTH024223,2026-06-25 09:25:00,U1059,daniel.perez98,,SUCCESS,10.0.11.88,US,WKSTN-U1059
AUTH038498,2026-06-25 09:20:00,U1093,sarah.clark44,LOGIN,SUCCESS,,US,WKSTN-U1093
AUTH036258,2026-06-25 09:20:00,U1088,andrew.smith85,LOGIN,SUCCESS,10.2.37.203,US,WKSTN-U1088
AUTH022244,2026-06-25 09:20:00,U1054,anthony.martinez,LOGIN,SUCCESS,10.3.148.32,US,WKSTN-U1054
AUTH023817,2026-06-25 09:30:00,U1058,jennifer.ramirez18,LOGIN,SUCCESS,10.3.188.178,,WKSTN-U1058
AUTH001550,2026-06-25 09:15:00,U1004,elizabeth.wilson98,LOGIN,SUCCESS,10.1.54.46,US,WKSTN-U1004
AUTH028245,2026-06-25 09:25:00,U1069,jessica.clark,LOGIN,SUCCESS,10.0.227.135,US,WKSTN-U1069
AUTH035773,2026-06-25 09:45:00,U1087,charles.sanchez,LOGIN,SUCCESS,10.0.190.8,IN,
AUTH034893,2026-06-25 09:40:00,U1085,barbara.walker67,LOGIN,SUCCESS,10.2.29.174,US,WKSTN-U1085
AUTH033126,2026-06-25 09:30:00,U1081,margaret.davis,LOGIN,SUCCESS,10.2.45.47,US,WKSTN-U1081
AUTH031828,2026-06-25 09:15:00,U1078,michelle.miller,LOGIN,SUCCESS,10.1.42.96,US,WKSTN-U1078
AUTH016648,2026-06-25 17:15:00,U1040,matthew.martin,LOGOUT,SUCCESS,10.2.56.130,US,WKSTN-U1040
AUTH018237,2026-06-25 17:15:00,U1044,lisa.ramirez9	,LOGOUT,SUCCESS,10.2.130.63,US,WKSTN-U1044
AUTH014256,2026-06-25 17:15:00,U1034,thomas.allen63,LOGOUT,SUCCESS,10.1.111.151,US,WKSTN-U1034
AUTH001944,2026-06-25 17:00:00,U1005,robert.robinson,LOGOUT,SUCCESS,10.0.199.178,US,WKSTN-U1005	
AUTH010868,2026-06-25 17:15:00,U1026,elizabeth.gonzalez,,SUCCESS,10.2.71.226,IN,WKSTN-U1026
AUTH039746,2026-06-25 17:15:00,U1096,david.allen76,LOGOUT,SUCCESS,10.3.66.156,US,WKSTN-U1096
AUTH011774,2026-06-25 17:15:00,U1028,john.hill,LOGOUT,SUCCESS,10.0.62.222,IN,WKSTN-U1028
AUTH027431,2026-06-25 17:15:00,U1067,paul.thomas97,LOGOUT,SUCCESS,10.0.133.205,US,WKSTN-U1067
AUTH002733,2026-06-25 17:30:00,U1007,sarah.robinson82,LOGOUT,SUCCESS,10.0.113.249,US,WKSTN-U1007
AUTH002349,2026-06-25 17:00:00,U1006,george.gonzalez,LOGOUT,SUCCESS,10.0.254.193,IN,WKSTN-U1006
AUTH009976,2026-06-25 09:50:00,U1024,emily.miller,LOGIN,SUCCESS,10.3.146.76,US,WKSTN-U1024
AUTH000747,2026-06-25 17:15:00,U1002,donna.ramirez,LOGOUT,SUCCESS,10.2.196.109,IN,WKSTN-U1002
AUTH005085,2026-06-25 09:50:00,U1013,emily.smith,LOGIN,SUCCESS,10.1.241.126,US,WKSTN-U1013
AUTH003872,2026-06-25 17:15:00,U1010,susan.young51,LOGOUT,SUCCESS,10.0.160.99,US,WKSTN-U1010
AUTH035774,2026-06-25 17:15:00,U1087,charles.sanchez,LOGOUT,SUCCESS,10.1.213.165,US,WKSTN-U1087
AUTH005086,2026-06-25 17:15:00,U1013,emily.smith,LOGOUT,SUCCESS,10.3.14.220,US,WKSTN-U1013
AUTH023417,2026-06-25 17:00:00,U1057,NANCY.SANCHEZ,LOGOUT,SUCCESS,10.1.61.130,US,WKSTN-U1057
AUTH028645,2026-06-25 17:30:00,U1070,betty.thomas40,LOGOUT,SUCCESS,10.1.83.192,us,WKSTN-U1070
AUTH009530,2026-06-25 17:15:00,U1023,richard.wright,LOGOUT,,10.0.46.200,US,WKSTN-U1023
AUTH021030,2026-06-25 17:00:00,U1051,sandra.king72,LOGOUT,SUCCESS,10.1.128.90,US,WKSTN-U1051
AUTH027798,2026-06-25 09:45:00,U1068,susan.thompson34	,LOGIN,SUCCESS,10.2.199.247,US,WKSTN-U1068
AUTH038930,2026-06-25 17:00:00,U1094,elizabeth.lewis69,LOGOUT,SUCCESS,10.0.140.52,US,WKSTN-U1094
AUTH024224,2026-06-25 17:15:00,U1059,daniel.perez98,LOGOUT,SUCCESS,10.3.210.164,US,WKSTN-U1059
AUTH038062,2026-06-25 17:00:00,U1092,steven.thomas,LOGOUT,SUCCESS,10.3.177.72,US,WKSTN-U1092
AUTH025835,2026-06-25 17:15:00,U1063,john.nguyen,LOGOUT,SUCCESS,,US,WKSTN-U1063
AUTH005901,2026-06-25 18:00:00,U1015,lisa.hernandez,LOGOUT,SUCCESS,10.3.73.58,US,WKSTN-U1015
AUTH024614,2026-06-25 17:45:00,U1060,matthew.anderson,LOGOUT,SUCCESS,10.1.28.247,US,WKSTN-U1060
AUTH041298,2026-06-25 17:30:00,U1100,,LOGOUT,SUCCESS,10.2.86.37,US,WKSTN-U1100
AUTH031036,2026-06-25 18:00:00,U1076,john.torres,LOGOUT,SUCCESS,10.1.23.231,IN,WKSTN-U1076
AUTH016236,2026-06-25 18:00:00,U1039,mark.thomas,LOGOUT,SUCCESS,10.0.9.128,US,WKSTN-U1039
AUTH039330,2026-06-25 17:30:00,U1095,richard.thomas74,LOGOUT,SUCCESS,10.1.187.149,US,WKSTN-U1095
AUTH038499,2026-06-25 17:30:00,U1093,sarah.clark44,LOGOUT,SUCCESS,10.2.5.201,US,WKSTN-U1093
AUTH021420,2026-06-25 17:30:00,U1052,paul.taylor,logout,SUCCESS,10.1.93.61,US,WKSTN-U1052
AUTH020222,2026-06-25 18:00:00,U1049,michelle.jones59,LOGOUT,SUCCESS,10.0.255.243,IN,WKSTN-U1049
AUTH023031,2026-06-25 17:30:00,U1056,anthony.clark,LOGOUT,SUCCESS,10.1.32.254,US,WKSTN-U1056
AUTH033995,2026-06-25 17:45:00,U1083,  sarah.allen70 ,LOGOUT,SUCCESS,10.3.176.200,IN,WKSTN-U1083
AUTH031829,2026-06-25 17:45:00,U1078,michelle.miller,LOGOUT,,10.1.60.8,US,WKSTN-U1078
AUTH033127,2026-06-25 18:15:00,U1081,margaret.davis,LOGOUT,SUCCESS,10.1.156.14,US,WKSTN-U1081
AUTH014656,2026-06-25 17:30:00,U1035,nancy.rodriguez82,LOGOUT,,10.1.41.251,US,WKSTN-U1035
AUTH040920,2026-06-25 18:00:00,U1099,joseph.garcia,LOGOUT,SUCCESS,10.3.153.149,US,WKSTN-U1099
AUTH025048,2026-06-25 17:30:00,U1061,jessica.rodriguez,LOGOUT,SUCCESS,10.1.36.135,US,
AUTH015034,2026-06-25 17:30:00,U1036,linda.jones,LOGOUT,SUCCESS,10.1.226.123,IN,WKSTN-U1036
AUTH015857,2026-06-25 18:00:00,U1038,emily.clark,LOGOUT,SUCCESS,10.0.14.238,US,WKSTN-U1038
AUTH026217,2026-06-25 17:45:00,U1064,matthew.wright55,LOGOUT,SUCCESS,10.0.202.179,IN,WKSTN-U1064
AUTH032250,2026-06-25 18:15:00,U1079,  emily.jones ,LOGOUT,SUCCESS,10.1.112.127,US,WKSTN-U1079
AUTH023818,2026-06-25 17:45:00,U1058,,LOGOUT,SUCCESS,10.1.63.227,US,WKSTN-U1058
AUTH034894,2026-06-25 18:00:00,U1085,barbara.walker67,LOGOUT,SUCCESS,,US,WKSTN-U1085
AUTH022638,2026-06-25 18:00:00,U1055,,LOGOUT,SUCCESS,10.3.137.65,US,WKSTN-U1055
AUTH020633,2026-06-25 17:45:00,U1050,michael.ramirez,LOGOUT,SUCCESS,10.3.235.168,US,WKSTN-U1050
AUTH037163,2026-06-25 18:00:00,U1090,mary.hill,LOGOUT,SUCCESS,10.3.180.157,US,WKSTN-U1090	
AUTH003102,2026-06-25 18:15:00,U1008,joshua.hernandez,LOGOUT,SUCCESS,10.1.115.217,US,WKSTN-U1008
AUTH036259,2026-06-25 19:00:00,U1088,ANDREW.SMITH85,LOGOUT,SUCCESS,10.2.107.163,US,WKSTN-U1088
